# time rate rate_error
2.694444 0.092339 0.036312
2.722222 0.092252 0.036278
2.750000 0.044628 0.027902
2.777778 0.027665 0.024571
2.805556 0.031343 0.028695
2.833333 0.010327 0.014050
2.861111 -0.016270 0.016906
2.888889 0.030986 0.024341
2.916667 0.037640 0.023884
2.944444 0.051283 0.027505
2.972222 0.023985 0.019596
3.000000 0.030963 0.024323
3.027778 0.007006 0.014446
3.055556 0.030981 0.024337
3.083333 0.075248 0.033763
3.111111 0.027651 0.024559
3.138889 0.095576 0.036125
3.166667 0.051642 0.031423
3.194444 0.014359 0.025451
3.222222 0.041334 0.028120
3.250000 0.085716 0.036630
3.277778 -0.006651 0.004703
3.305556 0.034337 0.024130
3.333333 0.007355 0.020956
3.361111 0.032047 0.035843
3.388889 0.002115 0.037204
3.416667 0.027667 0.024573
3.444444 0.048306 0.031591
3.472222 0.010333 0.014060
3.500000 0.064933 0.030707
3.527778 0.030995 0.024348
3.555556 0.004384 0.026100
3.583333 -0.013307 0.006654
3.611111 0.041670 0.031949
3.638889 -0.002621 0.021741
3.666667 0.065322 0.034275
3.694444 0.068994 0.037340
3.722222 0.066007 0.040441
3.750000 0.005439 0.037048
3.777778 0.068647 0.034112
3.805556 0.079641 0.042673
3.833333 0.079313 0.039892
3.861111 0.092931 0.042147
3.888889 0.045723 0.038374
3.916667 0.041684 0.031960
3.944444 0.023983 0.019594
3.972222 0.010334 0.014061
4.000000 0.041333 0.028119
4.027778 0.028726 0.036003
4.055556 0.038016 0.028322
4.083333 0.058667 0.034595
4.111111 -0.025904 0.023453
4.138889 0.021013 0.025017
4.166667 0.065679 0.037494
4.194444 0.014016 0.020437
4.222222 0.034675 0.028506
4.250000 0.086010 0.039635
4.277778 0.068947 0.037314
4.305556 0.021003 0.025005
4.333333 -0.023282 0.008800
4.361111 -0.002973 0.015547
4.388889 0.038347 0.032124
4.416667 0.001057 0.026302
4.444444 0.004384 0.026101
4.472222 -0.015569 0.027336
4.500000 0.045350 0.035221
4.527778 0.113296 0.044078
4.555556 0.117328 0.048923
4.583333 0.342808 0.074733
4.611111 0.366079 0.074211
4.638889 0.574364 0.091088
4.666667 0.673456 0.099080
4.694444 0.847178 0.108615
4.722222 0.666395 0.096881
4.750000 0.478568 0.082250
4.777778 0.304067 0.065735
4.805556 0.440793 0.078681
4.833333 0.165236 0.056205
4.861111 0.222139 0.056590
4.888889 0.137669 0.050586
4.916667 0.099267 0.039051
4.944444 0.167821 0.051823
4.972222 0.096973 0.047191
5.000000 -0.002973 0.015550
5.027778 0.055314 0.034738
5.055556 0.014706 0.029628
5.083333 -0.002971 0.015540
5.111111 0.051277 0.027502
5.138889 0.020666 0.019883
5.166667 0.065733 0.038762
5.194444 0.039825 0.029670
5.222222 0.024697 0.029084
5.250000 0.103267 0.044432
5.277778 0.072267 0.037164
5.305556 0.099937 0.044553
5.333333 0.011037 0.025675
5.361111 0.088800 0.045535
5.388889 0.000000 0.000000
5.416667 0.052925 0.044418
5.444444 0.049037 0.038219
5.472222 -0.022579 0.023217
5.500000 0.014703 0.029621
5.527778 0.028350 0.032614
5.555556 0.044999 0.031778
5.583333 0.122899 0.040966
5.611111 0.092639 0.039343
5.638889 0.004383 0.026095
5.666667 0.089292 0.039474
5.694444 0.056734 0.046152
5.722222 0.121048 0.051137
5.750000 0.076678 0.045421
5.777778 0.059002 0.037773
5.805556 0.012091 0.036753
5.833333 0.099938 0.044554
5.861111 0.082285 0.036736
5.888889 0.065341 0.034285
5.916667 0.034313 0.024114
5.944444 0.065349 0.034289
5.972222 0.014364 0.025461
6.000000 0.038020 0.028326
6.027778 -0.107553 0.076051
