# time rate rate_error
3.694444 0.020388 0.019659
3.722222 0.037480 0.028008
3.750000 0.023700 0.019382
3.777778 0.010461 0.020472
3.805556 0.020663 0.024756
3.833333 0.050996 0.031100
3.861111 0.017081 0.019937
3.888889 0.044082 0.027604
3.916667 0.034159 0.028192
3.944444 -0.023173 0.008758
3.972222 0.050962 0.031080
4.000000 0.067512 0.030192
4.027778 0.111889 0.043594
4.055556 0.283581 0.061882
4.083333 0.516594 0.084505
4.111111 0.638308 0.093740
4.138889 0.797153 0.104830
4.166667 0.846684 0.107140
4.194444 0.739481 0.101298
4.222222 0.584102 0.089736
4.250000 0.489546 0.082312
4.277778 0.432350 0.077848
4.305556 0.297338 0.065096
4.333333 0.223235 0.057866
4.361111 0.320961 0.067904
4.388889 0.216883 0.059970
4.416667 0.095018 0.041557
4.444444 0.068041 0.036923
4.472222 0.075656 0.041055
4.500000 -0.010124 0.051305
4.527778 0.061974 0.042869
4.555556 0.135865 0.050026
4.583333 0.078225 0.039448
4.611111 0.027550 0.028586
4.638889 0.007161 0.020758
4.666667 0.040776 0.027803
4.694444 0.000270 0.015036
4.722222 0.047384 0.027402
4.750000 0.013771 0.020206
4.777778 0.101418 0.038482
4.805556 0.023963 0.024525
4.833333 0.006888 0.014293
4.861111 0.000540 0.021260
4.888889 0.037479 0.028007
4.916667 0.020379 0.019651
4.944444 0.033896 0.023854
4.972222 0.020378 0.019650
5.000000 0.017089 0.019947
5.027778 0.007156 0.020743
5.055556 0.037200 0.023620
5.083333 0.006892 0.014303
5.111111 0.013769 0.020204
5.138889 0.033913 0.023866
5.166667 0.000270 0.015039
5.194444 0.007155 0.020739
5.222222 0.026999 0.019091
5.250000 0.017087 0.019944
5.277778 0.057842 0.034203
5.305556 0.017076 0.019932
5.333333 0.054550 0.034372
5.361111 0.163369 0.057601
5.388889 0.087862 0.036013
5.416667 -0.011612 0.037420
5.444444 0.010732 0.025399
5.472222 0.041033 0.031598
5.500000 0.030861 0.028395
5.527778 0.004660 0.033473
5.555556 0.044360 0.031438
5.583333 -0.012972 0.016440
5.611111 0.050695 0.027203
5.638889 0.017616 0.029141
5.666667 -0.012694 0.022273
5.694444 0.037751 0.031791
5.722222 0.034148 0.028184
5.750000 0.047380 0.027399
5.777778 -0.013231 0.006615
5.805556 -0.006347 0.015749
5.833333 0.064224 0.030382
5.861111 0.017069 0.019923
5.888889 0.037197 0.023618
5.916667 0.006883 0.014283
5.944444 0.091256 0.035895
5.972222 0.020381 0.019653
6.000000 0.006886 0.014290
6.027778 0.050714 0.027213
6.055556 0.006884 0.014284
6.083333 0.000270 0.015038
6.111111 0.050992 0.031098
6.138889 0.030587 0.024082
6.166667 -0.003308 0.003308
6.194444 0.033884 0.023845
6.222222 0.006884 0.014285
6.250000 0.047360 0.027387
6.277778 0.128380 0.042945
6.305556 0.195858 0.052487
6.333333 0.351321 0.070470
6.361111 0.523707 0.085741
6.388889 0.726392 0.100451
6.416667 0.749352 0.101129
6.444444 0.712227 0.099447
6.472222 0.698948 0.097442
6.500000 0.520030 0.084461
6.527778 0.442537 0.079078
6.555556 0.580715 0.089784
6.583333 0.364900 0.071766
6.611111 0.263420 0.060563
6.638889 0.152300 0.049440
6.666667 0.091210 0.035877
6.694444 0.080993 0.033065
6.722222 0.050986 0.031094
6.750000 0.087931 0.036041
6.777778 0.010190 0.013896
6.805556 0.044099 0.027615
6.833333 0.020397 0.019668
6.861111 0.006890 0.014299
6.888889 0.064176 0.030360
6.916667 0.057614 0.030745
6.944444 0.006887 0.014291
6.972222 0.037186 0.023612
7.000000 0.013763 0.020195
7.027778 0.033892 0.023851
7.055556 0.000270 0.015038
7.083333 0.044089 0.027608
7.111111 0.057588 0.030731
7.138889 0.003578 0.014668
7.166667 0.030568 0.024067
7.194444 0.023967 0.024530
7.222222 -0.013237 0.006619
7.250000 0.037194 0.023616
7.277778 0.081046 0.033087
7.305556 0.010467 0.020484
7.333333 0.020395 0.019666
7.361111 0.047385 0.027402
7.388889 0.044078 0.027601
7.416667 0.013496 0.013496
7.444444 0.006886 0.014291
7.472222 0.060915 0.030562
7.500000 0.010469 0.020487
7.527778 0.023699 0.019382
7.555556 0.060900 0.030555
7.583333 0.074380 0.033395
7.611111 0.037176 0.023605
7.638889 0.006885 0.014288
7.666667 0.057602 0.030739
7.694444 0.023699 0.019381
7.722222 -0.006615 0.004678
7.750000 0.040509 0.023388
7.777778 -0.003312 0.003312
7.805556 0.013504 0.013504
7.833333 0.050694 0.027203
7.861111 0.050692 0.027202
7.888889 0.037207 0.023625
7.916667 0.040781 0.027806
7.944444 -0.006349 0.015754
7.972222 0.023691 0.019375
8.000000 0.023710 0.019391
8.027778 0.040762 0.027793
8.055556 0.006884 0.014285
8.083333 0.017080 0.019936
8.111111 0.067480 0.030178
8.138889 0.017086 0.019942
8.166667 -0.003308 0.003308
8.194444 0.037197 0.023618
8.222222 0.006888 0.014294
8.250000 0.054010 0.027005
8.277778 0.010198 0.013907
8.305556 -0.009920 0.005727
8.333333 -0.016540 0.007397
8.361111 0.033858 0.023827
8.388889 0.033879 0.023842
8.416667 0.057579 0.030726
8.444444 0.006886 0.014289
8.472222 0.030567 0.024066
8.500000 0.047394 0.027408
8.527778 0.040778 0.027804
8.555556 0.033886 0.023846
8.583333 0.131702 0.042822
8.611111 0.344387 0.068996
8.638889 0.428882 0.076473
8.666667 0.756273 0.101061
8.694444 0.729013 0.099206
8.722222 0.617766 0.091632
8.750000 0.624562 0.092726
8.777778 0.533379 0.085509
8.805556 0.408500 0.075368
8.833333 0.499626 0.082138
8.861111 0.287196 0.063606
8.888889 0.276931 0.062052
8.916667 0.165593 0.049016
8.944444 0.182380 0.050727
8.972222 0.108038 0.038197
9.000000 0.064220 0.030381
9.027778 0.033889 0.023849
9.055556 0.020669 0.024764
9.083333 0.013775 0.020213
9.111111 0.040503 0.023384
9.138889 0.030580 0.024076
9.166667 0.010193 0.013900
9.194444 0.013498 0.013498
9.222222 0.027284 0.024313
9.250000 0.033917 0.023869
9.277778 0.003578 0.014667
9.305556 0.020385 0.019656
9.333333 0.023967 0.024530
9.361111 0.033892 0.023851
9.388889 0.023702 0.019384
9.416667 -0.003305 0.003305
9.444444 0.087892 0.036025
9.472222 0.060942 0.030576
9.500000 -0.006615 0.004677
9.527778 0.023691 0.019375
9.555556 -0.006617 0.004679
9.583333 0.037199 0.023620
9.611111 -0.009921 0.005728
9.638889 0.000270 0.015041
9.666667 0.064201 0.030371
9.694444 0.003578 0.014668
9.722222 -0.006619 0.004680
9.750000 0.050714 0.027213
9.777778 0.037486 0.028012
9.805556 0.020391 0.019662
9.833333 0.013776 0.020215
9.861111 0.020384 0.019656
9.888889 0.010193 0.013900
9.916667 0.023962 0.024524
9.944444 0.013500 0.013500
9.972222 0.010463 0.020475
10.000000 0.051009 0.031108
10.027778 0.054274 0.030905
10.055556 0.006887 0.014292
10.083333 0.000270 0.015030
10.111111 0.006883 0.014283
10.138889 0.057576 0.030725
10.166667 0.020376 0.019648
10.194444 0.010460 0.020470
10.222222 0.020396 0.019668
10.250000 0.020385 0.019657
10.277778 0.030592 0.024086
10.305556 0.033884 0.023845
10.333333 0.017081 0.019937
10.361111 0.013501 0.013501
10.388889 0.030579 0.024075
10.416667 0.013500 0.013500
10.444444 0.023690 0.019374
10.472222 0.017090 0.019947
10.500000 0.010195 0.013903
10.527778 0.023699 0.019381
10.555556 0.006886 0.014290
10.583333 0.060887 0.030548
10.611111 -0.003037 0.015388
10.638889 0.037191 0.023615
10.666667 -0.006344 0.015742
10.694444 0.006884 0.014286
10.722222 0.020398 0.019669
10.750000 0.033897 0.023854
10.777778 0.040485 0.023374
10.805556 0.050699 0.027205
10.833333 0.074371 0.033391
10.861111 0.179103 0.050843
10.888889 0.486665 0.082450
10.916667 0.580472 0.088521
10.944444 0.685021 0.096442
10.972222 0.891102 0.110679
11.000000 0.628329 0.093907
11.027778 0.651535 0.094667
11.055556 0.327665 0.067761
11.083333 0.456127 0.080238
11.111111 0.253341 0.058973
11.138889 0.303839 0.064903
11.166667 0.162288 0.049128
11.194444 0.145328 0.044938
11.222222 0.138580 0.045140
11.250000 0.152054 0.047108
11.277778 0.064476 0.033892
11.305556 0.047375 0.027397
11.333333 0.030578 0.024074
11.361111 0.030587 0.024082
11.388889 0.023688 0.019373
11.416667 0.027003 0.019094
11.444444 0.003576 0.014661
11.472222 0.017078 0.019933
11.500000 0.064204 0.030373
11.527778 0.017079 0.019935
11.555556 0.030581 0.024077
11.583333 0.020395 0.019666
11.611111 0.033885 0.023846
11.638889 0.074440 0.033422
11.666667 0.010200 0.013910
11.694444 0.040499 0.023382
11.722222 0.023694 0.019378
11.750000 0.006889 0.014295
11.777778 0.104695 0.038328
11.805556 0.044085 0.027606
11.833333 0.037190 0.023614
11.861111 0.057573 0.030723
11.888889 0.023703 0.019385
11.916667 0.020414 0.019684
11.944444 -0.003308 0.003308
11.972222 0.023701 0.019383
12.000000 0.034167 0.028199
12.027778 0.037199 0.023620
12.055556 0.006892 0.014302
12.083333 0.057590 0.030733
12.111111 0.054275 0.030906
12.138889 0.006887 0.014292
12.166667 0.030583 0.024079
12.194444 0.006883 0.014283
12.222222 0.000000 0.000000
12.250000 0.006889 0.014295
12.277778 0.037222 0.023634
12.305556 0.030584 0.024079
12.333333 0.030590 0.024084
12.361111 0.017082 0.019938
12.388889 0.006888 0.014294
12.416667 0.010199 0.013908
12.444444 0.020393 0.019664
12.472222 0.017078 0.019934
12.500000 0.000270 0.015038
12.527778 0.040773 0.027801
12.555556 0.023692 0.019376
12.583333 0.010197 0.013905
12.611111 0.023694 0.019378
12.638889 0.037198 0.023619
12.666667 0.020386 0.019657
12.694444 0.020411 0.019682
12.722222 0.040797 0.027817
12.750000 0.020382 0.019653
12.777778 -0.003308 0.003308
12.805556 0.033889 0.023849
12.833333 0.000270 0.015042
12.861111 0.013503 0.013503
12.888889 0.037200 0.023620
12.916667 0.013780 0.020220
12.944444 0.010199 0.013908
12.972222 -0.003310 0.003310
13.000000 0.030597 0.024090
13.027778 0.000000 0.000000
