0.000000000000000000e+00,1.206206917762756348e+00,1.286607533693313599e-01
1.000000000000000000e+02,1.333935260772705078e+00,1.347880512475967407e-01
2.000000000000000000e+02,1.364726662635803223e+00,1.358692348003387451e-01
3.000000000000000000e+02,1.525540351867675781e+00,1.435815244913101196e-01
4.000000000000000000e+02,1.689403891563415527e+00,1.505395472049713135e-01
5.000000000000000000e+02,1.900366783142089844e+00,1.619133055210113525e-01
6.000000000000000000e+02,2.027355670928955078e+00,1.667400896549224854e-01
7.000000000000000000e+02,2.114773750305175781e+00,1.694319546222686768e-01
8.000000000000000000e+02,2.043591499328613281e+00,1.663051098585128784e-01
9.000000000000000000e+02,2.118032217025756836e+00,1.707674115896224976e-01
1.000000000000000000e+03,1.985841035842895508e+00,1.638227552175521851e-01
1.100000000000000000e+03,2.215897321701049805e+00,1.720181405544281006e-01
1.200000000000000000e+03,1.820685863494873047e+00,1.561225205659866333e-01
1.300000000000000000e+03,1.706303000450134277e+00,1.533771157264709473e-01
1.400000000000000000e+03,1.903197050094604492e+00,1.603429466485977173e-01
1.500000000000000000e+03,1.444677591323852539e+00,1.403584331274032593e-01
1.600000000000000000e+03,1.501230001449584961e+00,1.418529003858566284e-01
1.700000000000000000e+03,1.506561398506164551e+00,1.423566639423370361e-01
1.800000000000000000e+03,1.064866900444030762e+00,1.206169202923774719e-01
1.900000000000000000e+03,1.094291210174560547e+00,1.215879097580909729e-01
2.000000000000000000e+03,1.249702811241149902e+00,1.310044527053833008e-01
2.100000000000000000e+03,9.190804362297058105e-01,1.299775987863540649e-01
2.200000000000000000e+03,8.562533259391784668e-01,1.088616177439689636e-01
2.300000000000000000e+03,6.425297856330871582e-01,9.483126550912857056e-02
2.400000000000000000e+03,5.761913061141967773e-01,8.900322765111923218e-02
2.500000000000000000e+03,5.767879486083984375e-01,8.795934170484542847e-02
2.600000000000000000e+03,5.382478833198547363e-01,8.510445803403854370e-02
2.700000000000000000e+03,5.310176014900207520e-01,8.508838713169097900e-02
2.800000000000000000e+03,3.962556719779968262e-01,7.364568859338760376e-02
2.900000000000000000e+03,3.183286190032958984e-01,6.644295156002044678e-02
3.000000000000000000e+03,4.503117501735687256e-01,8.098024129867553711e-02
3.100000000000000000e+03,3.714633882045745850e-01,7.148816436529159546e-02
3.200000000000000000e+03,3.410481214523315430e-01,6.971129775047302246e-02
3.300000000000000000e+03,1.687001883983612061e-01,4.876611009240150452e-02
3.400000000000000000e+03,2.548396885395050049e-01,6.014646589756011963e-02
3.500000000000000000e+03,2.922151982784271240e-01,6.383470445871353149e-02
3.600000000000000000e+03,2.158671021461486816e-01,5.396677553653717041e-02
3.700000000000000000e+03,2.091443687677383423e-01,5.406981706619262695e-02
3.800000000000000000e+03,2.528656721115112305e-01,5.801136419177055359e-02
3.900000000000000000e+03,2.016425430774688721e-01,5.206388235092163086e-02
4.000000000000000000e+03,2.013739049434661865e-01,5.199452117085456848e-02
4.100000000000000000e+03,2.705659866333007812e-01,6.215648353099822998e-02
4.200000000000000000e+03,3.152014911174774170e-01,6.579025089740753174e-02
4.300000000000000000e+03,2.689292430877685547e-01,6.178047880530357361e-02
4.400000000000000000e+03,2.358916103839874268e-01,5.728108435869216919e-02
4.500000000000000000e+03,1.481069475412368774e-01,4.683132097125053406e-02
4.600000000000000000e+03,1.743430346250534058e-01,4.835405573248863220e-02
4.700000000000000000e+03,1.425885707139968872e-01,4.515240341424942017e-02
4.800000000000000000e+03,2.156794667243957520e-01,5.391986668109893799e-02
4.900000000000000000e+03,1.753228157758712769e-01,5.064475163817405701e-02
5.000000000000000000e+03,1.828765422105789185e-01,5.078890919685363770e-02
5.100000000000000000e+03,6.357552111148834229e-02,3.473540022969245911e-02
5.200000000000000000e+03,9.609141200780868530e-02,3.902707248926162720e-02
5.300000000000000000e+03,1.625583916902542114e-01,4.692656546831130981e-02
5.400000000000000000e+03,1.839435398578643799e-01,5.108524113893508911e-02
5.500000000000000000e+03,1.217018887400627136e-01,4.056729376316070557e-02
5.600000000000000000e+03,1.564950942993164062e-01,4.725015535950660706e-02
5.700000000000000000e+03,1.974499970674514771e-01,5.283993855118751526e-02
5.800000000000000000e+03,2.151008546352386475e-01,5.377521365880966187e-02
5.900000000000000000e+03,2.677408456802368164e-01,5.986867100000381470e-02
6.000000000000000000e+03,1.741344630718231201e-01,4.829620942473411560e-02
6.100000000000000000e+03,1.205415427684783936e-01,4.018051549792289734e-02
6.200000000000000000e+03,2.304715812206268311e-01,5.589757114648818970e-02
6.300000000000000000e+03,1.615771055221557617e-01,4.664329066872596741e-02
6.400000000000000000e+03,1.418932378292083740e-01,4.493222013115882874e-02
6.500000000000000000e+03,2.008989751338958740e-01,5.374849960207939148e-02
6.600000000000000000e+03,1.279595941305160522e-01,4.271012917160987854e-02
6.700000000000000000e+03,2.444736957550048828e-01,5.762300267815589905e-02
6.800000000000000000e+03,1.364007294178009033e-01,4.543427005410194397e-02
6.900000000000000000e+03,1.678626090288162231e-01,4.852398857474327087e-02
7.000000000000000000e+03,2.428057193756103516e-01,5.896536260843276978e-02
7.100000000000000000e+03,2.483205795288085938e-01,5.859818309545516968e-02
7.200000000000000000e+03,2.164613902568817139e-01,5.411534756422042847e-02
7.300000000000000000e+03,1.366065144538879395e-01,4.550281539559364319e-02
7.400000000000000000e+03,2.268274724483489990e-01,5.501374229788780212e-02
7.500000000000000000e+03,2.094291448593139648e-01,5.414344370365142822e-02
7.600000000000000000e+03,2.094160020351409912e-01,5.594177916646003723e-02
7.700000000000000000e+03,2.075565308332443237e-01,5.365931615233421326e-02
7.800000000000000000e+03,2.027172595262527466e-01,5.234137177467346191e-02
7.900000000000000000e+03,2.356047481298446655e-01,5.721142515540122986e-02
8.000000000000000000e+03,1.690076291561126709e-01,4.885498061776161194e-02
8.100000000000000000e+03,1.167154610157012939e-01,4.365952685475349426e-02
8.200000000000000000e+03,1.361881345510482788e-01,4.536345228552818298e-02
8.300000000000000000e+03,1.468757092952728271e-01,4.428469389677047729e-02
8.400000000000000000e+03,2.806296348571777344e-01,6.123841181397438049e-02
8.500000000000000000e+03,1.934676468372344971e-01,5.370564386248588562e-02
8.600000000000000000e+03,1.196280866861343384e-01,3.987602889537811279e-02
8.700000000000000000e+03,2.348669022321701050e-01,5.703225359320640564e-02
8.800000000000000000e+03,1.543645113706588745e-01,4.660687223076820374e-02
8.900000000000000000e+03,1.676932126283645630e-01,4.847502335906028748e-02
9.000000000000000000e+03,3.158740699291229248e-01,6.593063473701477051e-02
9.100000000000000000e+03,1.877418011426925659e-01,5.211617797613143921e-02
9.200000000000000000e+03,2.035477906465530396e-01,5.445716530084609985e-02
9.300000000000000000e+03,1.015643253922462463e-01,3.842773661017417908e-02
9.400000000000000000e+03,1.708290874958038330e-01,5.137887224555015564e-02
9.500000000000000000e+03,2.818633019924163818e-01,6.150761619210243225e-02
9.600000000000000000e+03,3.375847041606903076e-01,6.900336593389511108e-02
9.700000000000000000e+03,3.205698430538177490e-01,6.543605029582977295e-02
9.800000000000000000e+03,1.906795799732208252e-01,5.096125975251197815e-02
9.900000000000000000e+03,1.477625668048858643e-01,4.455209150910377502e-02
1.000000000000000000e+04,2.626932561397552490e-01,6.033435463905334473e-02
1.010000000000000000e+04,1.370570659637451172e-01,4.565288871526718140e-02
1.020000000000000000e+04,1.806926280260086060e-01,5.018238723278045654e-02
1.030000000000000000e+04,2.214971333742141724e-01,5.544302985072135925e-02
1.040000000000000000e+04,2.717492878437042236e-01,6.242831796407699585e-02
1.050000000000000000e+04,1.312976330518722534e-01,4.608290642499923706e-02
1.060000000000000000e+04,2.011866867542266846e-01,5.194617807865142822e-02
1.070000000000000000e+04,1.704887598752975464e-01,5.127651244401931763e-02
1.080000000000000000e+04,1.565669625997543335e-01,4.933170601725578308e-02
1.090000000000000000e+04,2.300207614898681641e-01,5.578823015093803406e-02
1.100000000000000000e+04,1.819514036178588867e-01,5.053197965025901794e-02
1.110000000000000000e+04,2.351654171943664551e-01,5.710474029183387756e-02
1.120000000000000000e+04,1.431534588336944580e-01,4.747200757265090942e-02
1.130000000000000000e+04,3.339298665523529053e-01,6.822984665632247925e-02
1.140000000000000000e+04,1.880386769771575928e-01,5.025544762611389160e-02
1.150000000000000000e+04,1.220050752162933350e-01,4.306479543447494507e-02
1.160000000000000000e+04,1.339171528816223145e-01,4.234832152724266052e-02
1.170000000000000000e+04,2.114970237016677856e-01,5.649768561124801636e-02
1.180000000000000000e+04,2.879420816898345947e-01,6.447425484657287598e-02
1.190000000000000000e+04,2.304897457361221313e-01,6.121046096086502075e-02
1.200000000000000000e+04,1.660428941249847412e-01,5.387112125754356384e-02
